0 3.176580e-06 1.074960e-04 2.748980e-04 4.243390e-04 5.544840e-04 6.565250e-04 7.238820e-04 7.624850e-04 7.587890e-04 7.329990e-04 6.540680e-04 5.548620e-04 4.286610e-04 2.762560e-04 1.051460e-04 3.200200e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 5.727290e-06 1.585100e-04 4.207140e-04 6.605160e-04 8.627780e-04 1.039240e-03 1.146910e-03 1.202790e-03 1.207820e-03 1.151060e-03 1.031220e-03 8.654590e-04 6.563830e-04 4.162260e-04 1.577900e-04 5.644630e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 7.274250e-06 2.430850e-04 6.445620e-04 1.037310e-03 1.390410e-03 1.689130e-03 1.890420e-03 2.002080e-03 2.003740e-03 1.890380e-03 1.681900e-03 1.391470e-03 1.037340e-03 6.448340e-04 2.448450e-04 7.829270e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 1.198600e-05 3.728640e-04 1.019410e-03 1.675720e-03 2.297950e-03 2.835000e-03 3.240650e-03 3.453600e-03 3.453840e-03 3.244270e-03 2.836770e-03 2.290010e-03 1.673110e-03 1.016810e-03 3.731360e-04 1.157270e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 1.844540e-05 5.737920e-04 1.595790e-03 2.714390e-03 3.834620e-03 4.871280e-03 5.665730e-03 6.102580e-03 6.107290e-03 5.667070e-03 4.856510e-03 3.825660e-03 2.713540e-03 1.594830e-03 5.730950e-04 1.806750e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 2.600310e-05 8.400810e-04 2.439310e-03 4.284400e-03 6.254180e-03 8.192280e-03 9.795170e-03 1.068090e-02 1.068630e-02 9.772160e-03 8.199720e-03 6.257760e-03 4.268230e-03 2.431380e-03 8.393610e-04 2.635730e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 3.445820e-05 1.138010e-03 3.386330e-03 6.167520e-03 9.359590e-03 1.262850e-02 1.549010e-02 1.714190e-02 1.714640e-02 1.548780e-02 1.261740e-02 9.341870e-03 6.146600e-03 3.375930e-03 1.138590e-03 3.501320e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 4.105940e-05 1.348790e-03 4.077060e-03 7.600860e-03 1.175990e-02 1.625930e-02 2.027600e-02 2.263880e-02 2.263350e-02 2.024150e-02 1.628560e-02 1.176950e-02 7.591180e-03 4.083680e-03 1.347710e-03 4.102390e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 4.070510e-05 1.346800e-03 4.094940e-03 7.587510e-03 1.178950e-02 1.624740e-02 2.027010e-02 2.265540e-02 2.266900e-02 2.026050e-02 1.627210e-02 1.174560e-02 7.588520e-03 4.080420e-03 1.344610e-03 4.153170e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 3.393860e-05 1.137850e-03 3.380830e-03 6.160490e-03 9.351740e-03 1.262290e-02 1.546870e-02 1.714830e-02 1.713620e-02 1.546890e-02 1.264940e-02 9.340550e-03 6.160980e-03 3.384760e-03 1.141030e-03 3.439920e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 2.648720e-05 8.420060e-04 2.431970e-03 4.277160e-03 6.252870e-03 8.211120e-03 9.785710e-03 1.068800e-02 1.069810e-02 9.783570e-03 8.181250e-03 6.252190e-03 4.264550e-03 2.430230e-03 8.426560e-04 2.568420e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 1.767780e-05 5.648410e-04 1.595350e-03 2.712210e-03 3.834970e-03 4.871720e-03 5.663120e-03 6.095070e-03 6.116300e-03 5.665670e-03 4.877860e-03 3.820520e-03 2.710540e-03 1.601320e-03 5.682300e-04 1.800850e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 1.236390e-05 3.708450e-04 1.018440e-03 1.668920e-03 2.301110e-03 2.835840e-03 3.234570e-03 3.455090e-03 3.446900e-03 3.229150e-03 2.838230e-03 2.294830e-03 1.674520e-03 1.018340e-03 3.725220e-04 1.218670e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 8.207150e-06 2.428610e-04 6.440310e-04 1.038160e-03 1.388830e-03 1.688180e-03 1.892660e-03 2.015630e-03 2.004870e-03 1.896930e-03 1.683030e-03 1.387280e-03 1.036890e-03 6.470780e-04 2.425180e-04 8.573220e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 5.361220e-06 1.585690e-04 4.140180e-04 6.569850e-04 8.677380e-04 1.035660e-03 1.148880e-03 1.207420e-03 1.209180e-03 1.148270e-03 1.038680e-03 8.669470e-04 6.530410e-04 4.141950e-04 1.597500e-04 5.691860e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 3.707980e-06 1.079920e-04 2.785470e-04 4.272090e-04 5.528550e-04 6.588630e-04 7.258310e-04 7.647410e-04 7.582700e-04 7.269760e-04 6.610470e-04 5.588300e-04 4.284010e-04 2.741780e-04 1.055000e-04 3.353710e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
